,Datetime,RTU_COMP_WATT,RTU_LA_COND_TEMP,RTU_MA_HUM,RTU_MA_TEMP,RTU_OA_HUM,RTU_OA_TEMP,RTU_RA_HUM,RTU_RA_TEMP,RTU_REFG_COND_TEMP_1,RTU_REFG_COND_TEMP_2,RTU_REFG_DISC_PRES_1,RTU_REFG_DISC_PRES_2,RTU_REFG_DISC_TEMP_1,RTU_REFG_DISC_TEMP_2,RTU_REFG_SUCT_PRES_1,RTU_REFG_SUCT_PRES_2,RTU_REFG_SUCT_TEMP_1,RTU_REFG_SUCT_TEMP_2,RTU_SA_FAN_WATT,RTU_SA_FLOW,RTU_SA_HUM,RTU_SA_TEMP,RTU_TOT_WATT,ZA_HUM,ZA_TEMP
125,2020-06-05 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
126,2020-06-05 05:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
127,2020-06-05 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
128,2020-06-05 06:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
129,2020-06-05 07:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
130,2020-06-05 07:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
131,2020-06-05 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
132,2020-06-05 08:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
133,2020-06-05 09:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
134,2020-06-05 09:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
135,2020-06-05 10:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
136,2020-06-05 10:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
137,2020-06-05 11:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
138,2020-06-05 11:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
139,2020-06-05 12:00:00,632.50000875,26.3180615,75.3644145,22.3719425,89.10040125,22.17326525,72.120182,24.919728499999998,22.1683315,22.6113455,9.093191749999999,8.55801125,35.67801925,22.48276175,8.158957749999999,8.52859125,21.2042165,23.62022875,1689.500122,3106.99963375,71.80688649999999,24.03578675,2497.0001525,-14.803085,23.156613
140,2020-06-05 12:30:00,1148.9231106923075,28.605691384615383,74.92162261538462,22.64114823076923,86.32324153846155,22.771634538461537,72.83049184615385,25.06477676923077,21.476441,22.945056538461536,10.391384692307692,8.266770461538462,47.75605030769231,21.57655223076923,7.159706692307693,8.278067923076922,20.971558461538464,24.265921153846154,1693.000122,3168.0983512307694,73.55121438461539,23.030201615384616,3104.3078987692306,-14.803085,23.317396769230772
141,2020-06-05 13:00:00,3136.5264570526315,31.504088,74.08901457894736,22.988957105263157,83.81274652631579,23.438379315789472,73.92768057894737,25.137426210526318,18.564876736842105,23.670032105263157,12.605627263157894,7.5703875789473685,64.23310736842105,20.283558210526316,6.029674473684211,7.605554368421052,21.64166857894737,25.19857805263158,1707.0527535789472,3046.593685736842,83.16693273684211,19.56718105263158,5431.737105368421,-14.803084999999998,23.257628842105262
142,2020-06-05 13:30:00,3549.5715402142855,32.32030682142857,73.60657967857142,23.11537985714286,81.18059039285716,23.980904857142857,74.59204832142858,25.139452928571426,17.448976249999998,24.214434464285716,13.845999892857142,7.302206785714286,69.76716596428572,25.195110107142856,5.5561079285714285,7.342481821428572,20.93440807142857,25.977580535714285,1697.607256142857,2922.7084786428572,87.65447728571428,18.464016178571427,5892.285818857143,-14.803085,23.149813357142857
143,2020-06-05 14:00:00,3200.181926318182,32.208611681818184,73.53589981818182,23.062149545454545,81.27647886363637,23.86141759090909,74.090442,25.090513545454545,17.833130545454544,23.96928990909091,12.898265909090908,7.381118045454545,66.66607131818182,25.57082477272727,6.026857045454546,7.42086109090909,20.7906875,25.99928909090909,1688.2728104545456,2906.4025656363633,88.52663118181819,18.805273681818182,5473.091114272727,-14.803085,23.104291454545457
144,2020-06-05 14:30:00,2979.826182608696,31.471816217391304,74.12010291304348,23.017019478260867,81.77302973913044,23.868140391304348,74.19033999999999,25.05694208695652,18.43359991304348,23.807175391304348,12.558430347826086,7.534087086956522,63.112942086956515,25.38359243478261,6.001901434782609,7.573945173913043,21.137628869565216,25.700603565217392,1684.8696394782608,2960.145008956522,87.60509386956522,19.424218739130435,5216.478483652173,-14.803085,23.158884608695654
145,2020-06-05 15:00:00,3038.8947827894735,32.171150157894736,74.69190131578948,23.01700163157895,82.15829547368422,24.06257,74.81617531578948,24.95370789473684,18.107643105263158,24.08566057894737,12.74208057894737,7.4601503684210515,65.5273952631579,25.815368210526316,6.133285842105264,7.502267473684211,20.963051789473685,26.143521,1683.5263864210526,2886.696687473684,89.38160678947368,19.06843147368421,5276.52652768421,-14.803084999999998,23.092135315789477
146,2020-06-05 15:30:00,3720.3572605,34.23418364285714,72.06272871428571,23.793901178571428,77.85903403571429,25.178912107142857,75.83602907142857,25.613666285714284,17.69149242857143,25.800145107142857,14.515326964285714,7.3692600357142855,71.51564992857143,27.10114432142857,5.579757071428571,7.420498928571428,20.846207142857143,27.52712492857143,1682.1072125714286,2937.828752785714,87.96481014285715,18.826407785714284,6050.357447857142,-14.803085,23.22653017857143
147,2020-06-05 16:00:00,3763.8214634285714,33.61790667857143,73.16227642857143,23.401625142857142,77.38990464285715,25.18090960714286,75.53131628571428,25.132799535714287,17.269971285714284,25.368853785714286,14.343534392857142,7.26147175,71.92661707142857,26.94192675,5.610459285714286,7.310386964285714,19.807873214285713,27.286960607142856,1682.6786542142856,2848.720720607143,90.40520642857143,18.233622821428572,6106.857378142857,-14.803085,23.20732725
148,2020-06-05 16:30:00,3056.9616569615387,32.45266719230769,73.26111396153846,23.263827807692305,79.29043626923077,24.68699342307692,74.53365584615385,25.126216923076925,17.991438076923075,24.40607046153846,12.995101307692307,7.416762923076923,65.49290465384615,26.519999000000002,6.0449537307692305,7.462490961538462,20.51657115384615,26.674652923076923,1677.5385225384614,2895.1121075769233,89.5802291923077,18.968181653846155,5287.346243000001,-14.803085,23.195451615384613
149,2020-06-05 17:00:00,2548.631685684211,31.352206631578944,74.320751,22.933242,80.60232900000001,24.03449342105263,74.3713375263158,24.975524894736843,18.735297842105265,23.848330368421053,12.371150947368422,7.553428263157895,59.88863105263158,25.709286263157892,6.204070631578947,7.593611263157895,20.41463510526316,25.837948052631578,1679.578985894737,2951.5067587894737,88.01989021052631,19.704585631578947,4707.473947473683,-14.803084999999998,23.123932736842104
150,2020-06-05 17:30:00,1726.8947644210527,29.920095,74.82562105263158,22.90118336842105,81.71203621052632,23.73298284210526,74.52120931578948,25.031166842105264,20.31325847368421,23.18879057894737,10.771719210526316,7.968433578947368,53.336221,25.49925142105263,6.908415631578947,8.005775526315789,21.05730452631579,25.43705,1681.8421437894738,2992.6488230526315,85.40026889473684,21.134641842105264,3760.0528049473683,-14.803084999999998,23.259499210526315
151,2020-06-05 18:00:00,1879.2353246470589,30.13941488235294,74.8187014117647,22.840550647058823,81.37467964705883,23.649781823529413,74.68380382352942,24.98160911764706,20.720935058823528,23.49334817647059,11.083018588235294,8.061065647058824,53.51931276470588,25.336913470588236,6.818470176470589,8.096359941176472,20.621841,25.217399882352943,1688.3530272941177,3027.5645105882354,83.24168523529411,21.390826588235292,3942.294354470588,-14.803085,23.23391517647059
152,2020-06-05 18:30:00,1965.3077978461538,30.47384123076923,74.56785,22.839752923076922,80.76847423076923,23.725405384615385,74.50472007692308,24.96518176923077,20.731770230769232,23.53091115384615,11.114388461538462,8.049791153846154,54.909784769230775,25.19240076923077,6.855818538461539,8.084707615384616,21.16265169230769,25.146946846153845,1690.307786153846,3069.731558,81.47419284615384,21.455339692307692,4043.6155816923074,-14.803085,23.27885023076923
153,2020-06-05 19:00:00,1962.9231315384616,29.876394,74.86090692307693,22.749036923076922,81.01972076923077,23.684835692307693,74.4844306923077,24.878842076923075,20.793119153846153,23.76005476923077,11.387618153846155,8.047044923076923,52.47008069230769,25.107874461538465,6.690495384615384,8.082488461538462,20.730629923076926,25.186173846153846,1692.15394,3159.6299203846156,77.76196592307693,21.83136392307692,4050.4616416923072,-14.803085,23.257773
154,2020-06-05 19:30:00,2248.428597571429,29.261402,77.24934942857143,22.469436142857145,84.93787599999999,23.253997142857145,74.704785,24.70723885714286,20.693007428571427,23.099256,10.77925157142857,8.04939342857143,53.238020142857145,24.632424571428572,6.815746571428571,8.084151285714286,21.174619571428572,24.730428571428572,1695.1429617142858,3149.5586285714285,79.29306899999999,21.741255285714285,4393.142996571429,-14.803085,23.224312857142856
155,2020-06-05 20:00:00,1291.5000661666666,23.3416165,79.35580583333333,22.000288333333334,89.99658316666667,22.356743500000004,74.982933,24.5636375,21.348939,22.043739,9.397188833333333,8.2364125,39.53488216666667,22.700017333333335,7.619670166666666,8.251164666666666,20.580562166666667,23.30922716666667,1690.3334349999998,3177.9198405,78.118127,22.637874666666665,3272.000203333333,-14.803085000000001,23.19838866666667
156,2020-06-05 20:30:00,670.500034,22.37422125,80.559098375,21.809367375,92.4001485,21.78180125,75.72017112500001,24.4499215,21.60089925,21.811473625,8.85868125,8.328575125,37.299073125,22.09284825,7.8640419999999995,8.330505625,21.525676125,22.50957125,1687.250122,3078.701599,78.65428825,23.12956,2538.8751067499998,-14.803085,23.190968875
157,2020-06-05 21:00:00,1389.666707333333,23.326977333333332,81.19462066666667,21.68897133333333,93.67751566666668,21.621049,76.711792,24.319133000000004,21.051860666666666,21.538431333333335,9.146486999999999,8.239524000000001,43.183122,21.725144,7.742398333333334,8.213473666666667,19.994738333333334,22.065951000000002,1688.6667479999999,3114.6390783333336,81.48981733333333,22.130955333333333,3387.666829333333,-14.803085000000001,23.173346
158,2020-06-05 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
159,2020-06-05 22:00:00,53.000004,20.986614,81.361282,21.576105,93.817871,21.40239,77.120705,24.288084,22.296394,21.892424,8.364547,8.374501,25.722601,21.994459,8.398351,8.396419,22.077749,22.009033,1671.0,3027.597412,76.101784,24.070139,1790.000122,-14.803085,23.153719
160,2020-06-05 22:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
161,2020-06-05 23:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
162,2020-06-05 23:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
163,2020-06-06 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
164,2020-06-06 00:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
165,2020-06-06 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
166,2020-06-06 01:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
167,2020-06-06 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
168,2020-06-06 02:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
169,2020-06-06 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
170,2020-06-06 03:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
171,2020-06-06 04:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
172,2020-06-06 04:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
173,2020-06-06 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
174,2020-06-06 05:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
175,2020-06-06 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
176,2020-06-06 06:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
177,2020-06-06 07:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
178,2020-06-06 07:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
179,2020-06-06 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
180,2020-06-06 08:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
181,2020-06-06 09:00:00,646.000002,24.918826,79.289627,22.0312195,91.903458,21.862045000000002,75.967838,24.7153895,22.056928499999998,22.356782000000003,8.5310555,8.4688385,30.083585499999998,22.017362,8.363851499999999,8.4832285,21.875764500000002,22.736805,1675.0,3052.557129,75.799568,23.8442355,2495.500183,-14.803085,23.202196999999998
182,2020-06-06 09:30:00,839.3333912222222,26.965791444444445,79.74909033333333,22.087438888888887,91.92237244444445,21.854222444444446,76.56044777777778,24.76002088888889,21.374389222222224,22.24086488888889,9.706015222222222,8.282115,42.26672488888889,21.494701333333335,7.4773896666666655,8.267055555555556,20.090291666666666,22.994203333333335,1677.5555826666666,3075.4682074444445,78.74630755555556,22.894310555555553,2726.2223713333333,-14.803085000000001,23.278686333333333
183,2020-06-06 10:00:00,1428.500063,29.05354225,78.81126574999999,22.55538675,91.14160325,22.4014335,77.10269575000001,25.10078125,21.70501525,23.140254249999998,10.0883525,8.322263249999999,45.9669885,21.69772675,7.518294,8.3357875,21.409326749999998,23.76074075,1678.7500304999999,3143.4215085,76.2016085,23.3732195,3409.2500915,-14.803085,23.30921625
184,2020-06-06 10:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
185,2020-06-06 11:00:00,2857.692439384615,32.65129676923077,75.60409269230769,24.015122692307692,82.03452784615385,13.099630923076923,76.8795136923077,25.96488930769231,20.70510846153846,24.977533692307695,12.53269123076923,7.964196923076923,62.05023892307692,21.05773376923077,6.479391769230769,8.003213615384615,22.593807,26.056814153846155,1687.538546,3159.0251463846153,81.12313023076923,21.810404846153844,5068.69246723077,-14.803085,24.402907153846154
186,2020-06-06 11:30:00,3212.5926999259254,35.46547007407407,74.66363311111111,24.28550125925926,80.49987451851851,13.571284555555556,76.99200355555556,25.849484629629632,18.973397481481484,26.239818814814814,14.312269592592592,7.6299077037037035,69.21411018518519,26.114936925925925,5.984144666666667,7.677924703703703,21.86436274074074,27.494949444444448,1687.4075068148147,2931.914397148148,87.88368292592592,20.237830962962963,5459.963342518518,-14.803085,24.257922629629633
187,2020-06-06 12:00:00,4785.6800780799995,37.18432152,72.96995964,24.604811559999998,77.21580996,14.36189824,76.81197232,25.91115044,17.4661616,27.88977096,15.984672960000001,7.33072868,77.98613,29.301967839999996,5.5015508,7.38325304,20.689426079999997,29.259955879999996,1812.0000780799999,2881.6512696000004,89.23314548,18.818506199999998,7380.36037088,-14.803085,24.163151640000002
188,2020-06-06 12:30:00,5126.884765538461,39.58801896153846,70.01613965384615,25.288193346153847,72.5435188846154,15.406454538461539,76.46945273076923,26.092694692307695,19.695518192307695,29.866120000000002,17.024147346153846,8.448448076923077,80.82051203846154,37.07616657692308,5.4665405,6.9370415,18.54581530769231,29.654067,1844.3077251538461,2834.4425613076924,89.64501303846154,18.441764115384615,8224.346472961539,-14.803085,24.364418
189,2020-06-06 13:00:00,4753.600162666667,42.7506537,68.1072078,25.446120066666666,67.44894486666666,16.0561353,76.01474103333334,26.211857133333336,30.175715166666667,31.1722473,17.460153833333333,13.141143866666665,81.56585746666666,69.9212064,5.443291933333333,5.619409266666667,17.3302693,25.841176,1675.4000366,2758.2725098,89.17954156666666,16.8074372,9295.233593699999,-14.803085,24.453365799999997
190,2020-06-06 13:30:00,4844.3334472,45.48777846666667,65.5868013,25.827284833333334,63.089468600000004,16.755867333333335,75.13341543333334,26.571090133333332,37.17211663333333,32.5858403,17.847440600000002,16.329431533333334,82.6208061,89.11036829999999,5.417673066666667,4.682101433333333,16.4047472,23.178048933333333,1679.2000366,2700.626782166667,88.718588,15.786298866666666,10596.8337567,-14.803085,24.5207546
191,2020-06-06 14:00:00,4894.666780533333,46.1479033,63.06526553333333,26.2283692,57.586553933333334,17.490649066666666,75.55000513333333,27.014388766666666,38.1275469,33.348355266666665,18.076502633333334,16.530109666666664,83.30123343333334,90.0793991,5.4313617333333335,4.6920989,16.3174287,23.455483,1679.5333902666666,2697.9546957333337,88.5662921,15.799651233333332,10682.767155166666,-14.803085,24.655107433333335
192,2020-06-06 14:30:00,4935.500081333334,46.5944422,61.22645223333333,26.71643806666667,54.215836599999996,18.371942466666667,74.3391662,27.4537295,38.852777833333334,33.9255021,18.2581512,16.673120533333336,84.08652493333334,90.94903006666667,5.457388266666666,4.700950033333333,16.6335946,23.8707674,1679.6000650666667,2711.2779867,88.1877004,16.0207403,10751.5672203,-14.803085,24.76805146666667
193,2020-06-06 15:00:00,155.000015,45.422928,61.57703,26.559692,54.939316,18.55068,67.669128,27.366556,33.420204,30.237383,12.145793,11.654976,78.793007,85.447441,7.523529,7.371763,18.802261,25.903616,52.0,932.621033,88.471352,16.086725,365.000031,-14.803085,24.766794
194,2020-06-06 15:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
195,2020-06-06 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
196,2020-06-06 16:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
197,2020-06-06 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
198,2020-06-06 17:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
199,2020-06-06 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
200,2020-06-06 18:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
201,2020-06-06 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
202,2020-06-06 19:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
203,2020-06-06 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
204,2020-06-06 20:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
205,2020-06-06 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
206,2020-06-06 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
207,2020-06-06 22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
208,2020-06-06 22:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
209,2020-06-06 23:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
210,2020-06-06 23:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
211,2020-06-07 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
212,2020-06-07 00:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
213,2020-06-07 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
214,2020-06-07 01:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
215,2020-06-07 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
216,2020-06-07 02:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
217,2020-06-07 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
218,2020-06-07 03:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
219,2020-06-07 04:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
220,2020-06-07 04:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
221,2020-06-07 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
222,2020-06-07 05:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
223,2020-06-07 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
224,2020-06-07 06:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
225,2020-06-07 07:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
226,2020-06-07 07:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
227,2020-06-07 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
228,2020-06-07 08:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
229,2020-06-07 09:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
230,2020-06-07 09:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
231,2020-06-07 10:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
232,2020-06-07 10:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
233,2020-06-07 11:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
234,2020-06-07 11:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
235,2020-06-07 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
236,2020-06-07 12:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
237,2020-06-07 13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
238,2020-06-07 13:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
239,2020-06-07 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
240,2020-06-07 14:30:00,1095.0000615,25.500341,51.28388975,22.53269375,46.46880425,21.9147655,53.1921825,25.6130845,23.43802575,23.266359,10.2750135,8.436098000000001,34.97404725,23.58743225,7.565901,8.46256975,22.738901,24.48984775,1567.7500915,2979.26934825,50.8287525,24.922510250000002,2911.0,-14.803085,24.1534795
241,2020-06-07 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
242,2020-06-07 15:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
243,2020-06-07 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
244,2020-06-07 16:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
245,2020-06-07 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
246,2020-06-07 17:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
247,2020-06-07 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
248,2020-06-07 18:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
249,2020-06-07 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
250,2020-06-07 19:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
251,2020-06-07 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
252,2020-06-07 20:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
253,2020-06-07 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
254,2020-06-07 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
255,2020-06-07 22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
256,2020-06-07 22:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
257,2020-06-07 23:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
258,2020-06-07 23:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
259,2020-06-08 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
260,2020-06-08 00:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
261,2020-06-08 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
